characteristic, value, user_id, study_name, 
raceethnic,white,11641883,alexandersanchez.exemplars1,
politicalid,0,11641884,alexandersanchez.exemplars1,
genoccupation,11-,11641884,alexandersanchez.exemplars1,
occupation,Nov-00,11641884,alexandersanchez.exemplars1,
birthyear,1975,11641884,alexandersanchez.exemplars1,
religionid,4,11641884,alexandersanchez.exemplars1,
education,7,11641884,alexandersanchez.exemplars1,
birthmonth,8,11641884,alexandersanchez.exemplars1,
gender,m,11641884,alexandersanchez.exemplars1,
state,mi,11641884,alexandersanchez.exemplars1,
reldenom,nondenominational,11641884,alexandersanchez.exemplars1,
relfamily,nondenominational,11641884,alexandersanchez.exemplars1,
religion,protestant,11641884,alexandersanchez.exemplars1,
citizenship,us,11641884,alexandersanchez.exemplars1,
residence,us,11641884,alexandersanchez.exemplars1,
raceethnic,white,11641884,alexandersanchez.exemplars1,
birthyear,1991,11641888,alexandersanchez.exemplars1,
genoccupation,25-,11641888,alexandersanchez.exemplars1,
occupation,25-9000,11641888,alexandersanchez.exemplars1,
politicalid,3,11641888,alexandersanchez.exemplars1,
birthmonth,7,11641888,alexandersanchez.exemplars1,
education,9,11641888,alexandersanchez.exemplars1,
gender,f,11641888,alexandersanchez.exemplars1,
state,ma,11641888,alexandersanchez.exemplars1,
religion,null,11641888,alexandersanchez.exemplars1,
religionid,null,11641888,alexandersanchez.exemplars1,
citizenship,us,11641888,alexandersanchez.exemplars1,
residence,us,11641888,alexandersanchez.exemplars1,
raceethnic,white,11641888,alexandersanchez.exemplars1,
politicalid,0,11641889,alexandersanchez.exemplars1,
religionid,1,11641889,alexandersanchez.exemplars1,
birthyear,1993,11641889,alexandersanchez.exemplars1,
genoccupation,25-,11641889,alexandersanchez.exemplars1,
occupation,25-2000,11641889,alexandersanchez.exemplars1,
education,7,11641889,alexandersanchez.exemplars1,
birthmonth,9,11641889,alexandersanchez.exemplars1,
gender,f,11641889,alexandersanchez.exemplars1,
state,ma,11641889,alexandersanchez.exemplars1,
relfamily,notlisted,11641889,alexandersanchez.exemplars1,
raceethnic,null,11641889,alexandersanchez.exemplars1,
religion,otherrelig,11641889,alexandersanchez.exemplars1,
citizenship,us,11641889,alexandersanchez.exemplars1,
residence,us,11641889,alexandersanchez.exemplars1,
birthyear,1981,11641890,alexandersanchez.exemplars1,
politicalid,2,11641890,alexandersanchez.exemplars1,
religionid,2,11641890,alexandersanchez.exemplars1,
genoccupation,2931,11641890,alexandersanchez.exemplars1,
birthmonth,3,11641890,alexandersanchez.exemplars1,
occupation,31-2000,11641890,alexandersanchez.exemplars1,
education,9,11641890,alexandersanchez.exemplars1,
gender,f,11641890,alexandersanchez.exemplars1,
religion,jewish,11641890,alexandersanchez.exemplars1,
state,ma,11641890,alexandersanchez.exemplars1,
relfamily,reform,11641890,alexandersanchez.exemplars1,
citizenship,us,11641890,alexandersanchez.exemplars1,
residence,us,11641890,alexandersanchez.exemplars1,
raceethnic,white,11641890,alexandersanchez.exemplars1,
religionid,1,11641891,alexandersanchez.exemplars1,
birthmonth,11,11641891,alexandersanchez.exemplars1,
genoccupation,11-,11641891,alexandersanchez.exemplars1,
occupation,Nov-00,11641891,alexandersanchez.exemplars1,
education,14,11641891,alexandersanchez.exemplars1,
birthyear,1959,11641891,alexandersanchez.exemplars1,
gender,m,11641891,alexandersanchez.exemplars1,
state,nc,11641891,alexandersanchez.exemplars1,
religion,none,11641891,alexandersanchez.exemplars1,
politicalid,null,11641891,alexandersanchez.exemplars1,
residence,sm,11641891,alexandersanchez.exemplars1,
relfamily,spiritual,11641891,alexandersanchez.exemplars1,
citizenship,us,11641891,alexandersanchez.exemplars1,
raceethnic,white,11641891,alexandersanchez.exemplars1,
politicalid,-1,11641895,alexandersanchez.exemplars1,
birthmonth,10,11641895,alexandersanchez.exemplars1,
religionid,2,11641895,alexandersanchez.exemplars1,
birthyear,2002,11641895,alexandersanchez.exemplars1,
genoccupation,27-,11641895,alexandersanchez.exemplars1,
occupation,27-2000,11641895,alexandersanchez.exemplars1,
education,4,11641895,alexandersanchez.exemplars1,
raceethnic,hispanic,11641895,alexandersanchez.exemplars1,
state,il,11641895,alexandersanchez.exemplars1,
gender,m,11641895,alexandersanchez.exemplars1,
religion,none,11641895,alexandersanchez.exemplars1,
relfamily,null,11641895,alexandersanchez.exemplars1,
citizenship,us,11641895,alexandersanchez.exemplars1,
residence,us,11641895,alexandersanchez.exemplars1,
politicalid,0,11641897,alexandersanchez.exemplars1,
birthyear,1970,11641897,alexandersanchez.exemplars1,
religionid,2,11641897,alexandersanchez.exemplars1,
genoccupation,25-,11641897,alexandersanchez.exemplars1,
occupation,25-2000,11641897,alexandersanchez.exemplars1,
education,7,11641897,alexandersanchez.exemplars1,
birthmonth,8,11641897,alexandersanchez.exemplars1,
religion,catholic,11641897,alexandersanchez.exemplars1,
gender,m,11641897,alexandersanchez.exemplars1,
state,pa,11641897,alexandersanchez.exemplars1,
relfamily,romancatholic,11641897,alexandersanchez.exemplars1,
citizenship,us,11641897,alexandersanchez.exemplars1,
residence,us,11641897,alexandersanchez.exemplars1,
raceethnic,white,11641897,alexandersanchez.exemplars1,
birthmonth,12,11641900,alexandersanchez.exemplars1,
birthyear,1979,11641900,alexandersanchez.exemplars1,
politicalid,2,11641900,alexandersanchez.exemplars1,
genoccupation,25-,11641900,alexandersanchez.exemplars1,
occupation,25-9000,11641900,alexandersanchez.exemplars1,
education,9,11641900,alexandersanchez.exemplars1,
relfamily,agnostic,11641900,alexandersanchez.exemplars1,
gender,f,11641900,alexandersanchez.exemplars1,
religion,none,11641900,alexandersanchez.exemplars1,
religionid,null,11641900,alexandersanchez.exemplars1,
state,sd,11641900,alexandersanchez.exemplars1,
citizenship,us,11641900,alexandersanchez.exemplars1,
residence,us,11641900,alexandersanchez.exemplars1,
raceethnic,white,11641900,alexandersanchez.exemplars1,
politicalid,-2,11641901,alexandersanchez.exemplars1,
birthyear,1996,11641901,alexandersanchez.exemplars1,
genoccupation,25-,11641901,alexandersanchez.exemplars1,
occupation,25-2000,11641901,alexandersanchez.exemplars1,
religionid,4,11641901,alexandersanchez.exemplars1,
education,7,11641901,alexandersanchez.exemplars1,
birthmonth,8,11641901,alexandersanchez.exemplars1,
gender,f,11641901,alexandersanchez.exemplars1,
reldenom,nondenominational,11641901,alexandersanchez.exemplars1,
relfamily,nondenominational,11641901,alexandersanchez.exemplars1,
state,pa,11641901,alexandersanchez.exemplars1,
religion,protestant,11641901,alexandersanchez.exemplars1,
residence,sm,11641901,alexandersanchez.exemplars1,
citizenship,us,11641901,alexandersanchez.exemplars1,
raceethnic,white,11641901,alexandersanchez.exemplars1,
religionid,1,11641904,alexandersanchez.exemplars1,
birthyear,1970,11641904,alexandersanchez.exemplars1,
politicalid,3,11641904,alexandersanchez.exemplars1,
genoccupation,41-,11641904,alexandersanchez.exemplars1,
occupation,41-3000,11641904,alexandersanchez.exemplars1,
birthmonth,6,11641904,alexandersanchez.exemplars1,
education,6,11641904,alexandersanchez.exemplars1,
gender,f,11641904,alexandersanchez.exemplars1,
religion,none,11641904,alexandersanchez.exemplars1,
state,pa,11641904,alexandersanchez.exemplars1,
relfamily,spiritual,11641904,alexandersanchez.exemplars1,
citizenship,us,11641904,alexandersanchez.exemplars1,
residence,us,11641904,alexandersanchez.exemplars1,
raceethnic,white,11641904,alexandersanchez.exemplars1,
politicalid,-1,11641906,alexandersanchez.exemplars1,
birthyear,1975,11641906,alexandersanchez.exemplars1,
religionid,3,11641906,alexandersanchez.exemplars1,
birthmonth,4,11641906,alexandersanchez.exemplars1,
genoccupation,43-,11641906,alexandersanchez.exemplars1,
occupation,43-6000,11641906,alexandersanchez.exemplars1,
education,5,11641906,alexandersanchez.exemplars1,
gender,f,11641906,alexandersanchez.exemplars1,
reldenom,nondenominational,11641906,alexandersanchez.exemplars1,
relfamily,nondenominational,11641906,alexandersanchez.exemplars1,
state,pa,11641906,alexandersanchez.exemplars1,
religion,protestant,11641906,alexandersanchez.exemplars1,
citizenship,us,11641906,alexandersanchez.exemplars1,
residence,us,11641906,alexandersanchez.exemplars1,
raceethnic,white,11641906,alexandersanchez.exemplars1,
birthyear,1953,11641908,alexandersanchez.exemplars1,
politicalid,2,11641908,alexandersanchez.exemplars1,
religionid,2,11641908,alexandersanchez.exemplars1,
genoccupation,43-,11641908,alexandersanchez.exemplars1,
occupation,43-1000,11641908,alexandersanchez.exemplars1,
birthmonth,7,11641908,alexandersanchez.exemplars1,
education,7,11641908,alexandersanchez.exemplars1,
religion,catholic,11641908,alexandersanchez.exemplars1,
state,la,11641908,alexandersanchez.exemplars1,
gender,m,11641908,alexandersanchez.exemplars1,
relfamily,romancatholic,11641908,alexandersanchez.exemplars1,
citizenship,us,11641908,alexandersanchez.exemplars1,
residence,us,11641908,alexandersanchez.exemplars1,
raceethnic,white,11641908,alexandersanchez.exemplars1,
politicalid,0,11641911,alexandersanchez.exemplars1,
birthmonth,11,11641911,alexandersanchez.exemplars1,
education,2,11641911,alexandersanchez.exemplars1,
birthyear,2007,11641911,alexandersanchez.exemplars1,
religionid,3,11641911,alexandersanchez.exemplars1,
genoccupation,9998,11641911,alexandersanchez.exemplars1,
gender,m,11641911,alexandersanchez.exemplars1,
raceethnic,middleeastern,11641911,alexandersanchez.exemplars1,
religion,muslim,11641911,alexandersanchez.exemplars1,
state,oh,11641911,alexandersanchez.exemplars1,
relfamily,sunni,11641911,alexandersanchez.exemplars1,
citizenship,us,11641911,alexandersanchez.exemplars1,
residence,us,11641911,alexandersanchez.exemplars1,
birthmonth,1,11641913,alexandersanchez.exemplars1,
religionid,1,11641913,alexandersanchez.exemplars1,
genoccupation,13-,11641913,alexandersanchez.exemplars1,
occupation,13-1000,11641913,alexandersanchez.exemplars1,
birthyear,1989,11641913,alexandersanchez.exemplars1,
politicalid,3,11641913,alexandersanchez.exemplars1,
education,8,11641913,alexandersanchez.exemplars1,
citizenship,ca,11641913,alexandersanchez.exemplars1,
residence,ca,11641913,alexandersanchez.exemplars1,
gender,f,11641913,alexandersanchez.exemplars1,
religion,none,11641913,alexandersanchez.exemplars1,
state,on,11641913,alexandersanchez.exemplars1,
relfamily,spiritual,11641913,alexandersanchez.exemplars1,
raceethnic,white,11641913,alexandersanchez.exemplars1,
politicalid,0,11641919,alexandersanchez.exemplars1,
birthmonth,10,11641919,alexandersanchez.exemplars1,
birthyear,1977,11641919,alexandersanchez.exemplars1,
genoccupation,25-,11641919,alexandersanchez.exemplars1,
occupation,25-2000,11641919,alexandersanchez.exemplars1,
religionid,3,11641919,alexandersanchez.exemplars1,
education,9,11641919,alexandersanchez.exemplars1,
raceethnic,black,11641919,alexandersanchez.exemplars1,
gender,f,11641919,alexandersanchez.exemplars1,
reldenom,otherpentecostal,11641919,alexandersanchez.exemplars1,
state,pa,11641919,alexandersanchez.exemplars1,
relfamily,pentecostal,11641919,alexandersanchez.exemplars1,
religion,protestant,11641919,alexandersanchez.exemplars1,
citizenship,us,11641919,alexandersanchez.exemplars1,
residence,us,11641919,alexandersanchez.exemplars1,
politicalid,0,11641921,alexandersanchez.exemplars1,
birthmonth,11,11641921,alexandersanchez.exemplars1,
birthyear,2002,11641921,alexandersanchez.exemplars1,
genoccupation,25-,11641921,alexandersanchez.exemplars1,
occupation,25-9999,11641921,alexandersanchez.exemplars1,
religionid,3,11641921,alexandersanchez.exemplars1,
education,5,11641921,alexandersanchez.exemplars1,
raceethnic,asian,11641921,alexandersanchez.exemplars1,
religion,buddhist,11641921,alexandersanchez.exemplars1,
gender,f,11641921,alexandersanchez.exemplars1,
citizenship,kr,11641921,alexandersanchez.exemplars1,
residence,kr,11641921,alexandersanchez.exemplars1,
relfamily,otherbuddhist,11641921,alexandersanchez.exemplars1,
politicalid,0,11641925,alexandersanchez.exemplars1,
birthmonth,12,11641925,alexandersanchez.exemplars1,
birthyear,1983,11641925,alexandersanchez.exemplars1,
genoccupation,2931,11641925,alexandersanchez.exemplars1,
religionid,3,11641925,alexandersanchez.exemplars1,
occupation,31-9000,11641925,alexandersanchez.exemplars1,
education,9,11641925,alexandersanchez.exemplars1,
religion,catholic,11641925,alexandersanchez.exemplars1,
gender,f,11641925,alexandersanchez.exemplars1,
state,ma,11641925,alexandersanchez.exemplars1,
relfamily,romancatholic,11641925,alexandersanchez.exemplars1,
citizenship,us,11641925,alexandersanchez.exemplars1,
residence,us,11641925,alexandersanchez.exemplars1,
raceethnic,white,11641925,alexandersanchez.exemplars1,
birthyear,1974,11641928,alexandersanchez.exemplars1,
politicalid,2,11641928,alexandersanchez.exemplars1,
religionid,2,11641928,alexandersanchez.exemplars1,
genoccupation,25-,11641928,alexandersanchez.exemplars1,
occupation,25-9000,11641928,alexandersanchez.exemplars1,
birthmonth,4,11641928,alexandersanchez.exemplars1,
education,7,11641928,alexandersanchez.exemplars1,
reldenom,evangelicallutheran,11641928,alexandersanchez.exemplars1,
relfamily,lutheran,11641928,alexandersanchez.exemplars1,
gender,m,11641928,alexandersanchez.exemplars1,
religion,protestant,11641928,alexandersanchez.exemplars1,
state,sd,11641928,alexandersanchez.exemplars1,
residence,sm,11641928,alexandersanchez.exemplars1,
citizenship,us,11641928,alexandersanchez.exemplars1,
raceethnic,white,11641928,alexandersanchez.exemplars1,
politicalid,-1,11641930,alexandersanchez.exemplars1,
birthyear,1988,11641930,alexandersanchez.exemplars1,
birthmonth,2,11641930,alexandersanchez.exemplars1,
religionid,2,11641930,alexandersanchez.exemplars1,
genoccupation,2931,11641930,alexandersanchez.exemplars1,
occupation,31-9000,11641930,alexandersanchez.exemplars1,
education,8,11641930,alexandersanchez.exemplars1,
gender,f,11641930,alexandersanchez.exemplars1,
reldenom,justchristian,11641930,alexandersanchez.exemplars1,
state,mi,11641930,alexandersanchez.exemplars1,
relfamily,nondenominational,11641930,alexandersanchez.exemplars1,
religion,protestant,11641930,alexandersanchez.exemplars1,
residence,sm,11641930,alexandersanchez.exemplars1,
citizenship,us,11641930,alexandersanchez.exemplars1,
raceethnic,white,11641930,alexandersanchez.exemplars1,
politicalid,-3,11641932,alexandersanchez.exemplars1,
birthyear,1995,11641932,alexandersanchez.exemplars1,
birthmonth,6,11641932,alexandersanchez.exemplars1,
education,7,11641932,alexandersanchez.exemplars1,
state,ky,11641932,alexandersanchez.exemplars1,
gender,m,11641932,alexandersanchez.exemplars1,
genoccupation,null,11641932,alexandersanchez.exemplars1,
religion,null,11641932,alexandersanchez.exemplars1,
religionid,null,11641932,alexandersanchez.exemplars1,
citizenship,us,11641932,alexandersanchez.exemplars1,
residence,us,11641932,alexandersanchez.exemplars1,
raceethnic,white,11641932,alexandersanchez.exemplars1,
genoccupation,11-,11641934,alexandersanchez.exemplars1,
occupation,Nov-00,11641934,alexandersanchez.exemplars1,
birthyear,1966,11641934,alexandersanchez.exemplars1,
politicalid,2,11641934,alexandersanchez.exemplars1,
religionid,3,11641934,alexandersanchez.exemplars1,
birthmonth,6,11641934,alexandersanchez.exemplars1,
education,7,11641934,alexandersanchez.exemplars1,
religion,catholic,11641934,alexandersanchez.exemplars1,
gender,f,11641934,alexandersanchez.exemplars1,
state,mn,11641934,alexandersanchez.exemplars1,
relfamily,romancatholic,11641934,alexandersanchez.exemplars1,
residence,sm,11641934,alexandersanchez.exemplars1,
citizenship,us,11641934,alexandersanchez.exemplars1,
raceethnic,white,11641934,alexandersanchez.exemplars1,
genoccupation,11-,11641935,alexandersanchez.exemplars1,
occupation,Nov-00,11641935,alexandersanchez.exemplars1,
birthyear,1995,11641935,alexandersanchez.exemplars1,
politicalid,2,11641935,alexandersanchez.exemplars1,
religionid,2,11641935,alexandersanchez.exemplars1,
birthmonth,3,11641935,alexandersanchez.exemplars1,
education,7,11641935,alexandersanchez.exemplars1,
gender,f,11641935,alexandersanchez.exemplars1,
raceethnic,hispanic,11641935,alexandersanchez.exemplars1,
religion,none,11641935,alexandersanchez.exemplars1,
state,ny,11641935,alexandersanchez.exemplars1,
relfamily,othernone,11641935,alexandersanchez.exemplars1,
citizenship,us,11641935,alexandersanchez.exemplars1,
residence,us,11641935,alexandersanchez.exemplars1,
religionid,1,11641936,alexandersanchez.exemplars1,
birthmonth,12,11641936,alexandersanchez.exemplars1,
genoccupation,13-,11641936,alexandersanchez.exemplars1,
occupation,13-1000,11641936,alexandersanchez.exemplars1,
birthyear,1971,11641936,alexandersanchez.exemplars1,
politicalid,2,11641936,alexandersanchez.exemplars1,
education,7,11641936,alexandersanchez.exemplars1,
state,co,11641936,alexandersanchez.exemplars1,
gender,f,11641936,alexandersanchez.exemplars1,
religion,none,11641936,alexandersanchez.exemplars1,
relfamily,spiritual,11641936,alexandersanchez.exemplars1,
citizenship,us,11641936,alexandersanchez.exemplars1,
residence,us,11641936,alexandersanchez.exemplars1,
raceethnic,white,11641936,alexandersanchez.exemplars1,
birthmonth,11,11641944,alexandersanchez.exemplars1,
genoccupation,11-,11641944,alexandersanchez.exemplars1,
occupation,Nov-00,11641944,alexandersanchez.exemplars1,
birthyear,1992,11641944,alexandersanchez.exemplars1,
religionid,2,11641944,alexandersanchez.exemplars1,
politicalid,3,11641944,alexandersanchez.exemplars1,
education,4,11641944,alexandersanchez.exemplars1,
reldenom,churchofgodprophecy,11641944,alexandersanchez.exemplars1,
gender,f,11641944,alexandersanchez.exemplars1,
raceethnic,hispanic,11641944,alexandersanchez.exemplars1,
citizenship,mx,11641944,alexandersanchez.exemplars1,
relfamily,pentecostal,11641944,alexandersanchez.exemplars1,
religion,protestant,11641944,alexandersanchez.exemplars1,
state,sc,11641944,alexandersanchez.exemplars1,
residence,us,11641944,alexandersanchez.exemplars1,
politicalid,0,11641945,alexandersanchez.exemplars1,
birthmonth,1,11641945,alexandersanchez.exemplars1,
genoccupation,11-,11641945,alexandersanchez.exemplars1,
occupation,Nov-00,11641945,alexandersanchez.exemplars1,
birthyear,1973,11641945,alexandersanchez.exemplars1,
education,9,11641945,alexandersanchez.exemplars1,
gender,m,11641945,alexandersanchez.exemplars1,
religion,null,11641945,alexandersanchez.exemplars1,
religionid,null,11641945,alexandersanchez.exemplars1,
citizenship,us,11641945,alexandersanchez.exemplars1,
residence,us,11641945,alexandersanchez.exemplars1,
state,ut,11641945,alexandersanchez.exemplars1,
raceethnic,white,11641945,alexandersanchez.exemplars1,
birthyear,1979,11641946,alexandersanchez.exemplars1,
politicalid,2,11641946,alexandersanchez.exemplars1,
religionid,2,11641946,alexandersanchez.exemplars1,
genoccupation,25-,11641946,alexandersanchez.exemplars1,
occupation,25-2000,11641946,alexandersanchez.exemplars1,
education,7,11641946,alexandersanchez.exemplars1,
birthmonth,8,11641946,alexandersanchez.exemplars1,
religion,catholic,11641946,alexandersanchez.exemplars1,
gender,f,11641946,alexandersanchez.exemplars1,
state,fl,11641946,alexandersanchez.exemplars1,
relfamily,romancatholic,11641946,alexandersanchez.exemplars1,
citizenship,us,11641946,alexandersanchez.exemplars1,
residence,us,11641946,alexandersanchez.exemplars1,
raceethnic,white,11641946,alexandersanchez.exemplars1,
multi_asian,1,11641948,alexandersanchez.exemplars1,
multi_white,1,11641948,alexandersanchez.exemplars1,
politicalid,1,11641948,alexandersanchez.exemplars1,
genoccupation,17-,11641948,alexandersanchez.exemplars1,
occupation,17-2000,11641948,alexandersanchez.exemplars1,
birthyear,1987,11641948,alexandersanchez.exemplars1,
birthmonth,2,11641948,alexandersanchez.exemplars1,
religionid,2,11641948,alexandersanchez.exemplars1,
education,7,11641948,alexandersanchez.exemplars1,
religion,buddhist,11641948,alexandersanchez.exemplars1,
gender,f,11641948,alexandersanchez.exemplars1,
state,md,11641948,alexandersanchez.exemplars1,
raceethnic,multi,11641948,alexandersanchez.exemplars1,
citizenship,null,11641948,alexandersanchez.exemplars1,
multi_black,null,11641948,alexandersanchez.exemplars1,
multi_hispanic,null,11641948,alexandersanchez.exemplars1,
multi_middleeastern,null,11641948,alexandersanchez.exemplars1,
multi_native,null,11641948,alexandersanchez.exemplars1,
multi_pacificislander,null,11641948,alexandersanchez.exemplars1,
relfamily,shinto,11641948,alexandersanchez.exemplars1,
residence,us,11641948,alexandersanchez.exemplars1,
politicalid,0,11641949,alexandersanchez.exemplars1,
religionid,1,11641949,alexandersanchez.exemplars1,
birthyear,2001,11641949,alexandersanchez.exemplars1,
genoccupation,25-,11641949,alexandersanchez.exemplars1,
occupation,25-9999,11641949,alexandersanchez.exemplars1,
education,4,11641949,alexandersanchez.exemplars1,
birthmonth,8,11641949,alexandersanchez.exemplars1,
reldenom,christianchurches,11641949,alexandersanchez.exemplars1,
relfamily,churchofchrist,11641949,alexandersanchez.exemplars1,
gender,f,11641949,alexandersanchez.exemplars1,
religion,protestant,11641949,alexandersanchez.exemplars1,
citizenship,uk,11641949,alexandersanchez.exemplars1,
residence,uk,11641949,alexandersanchez.exemplars1,
raceethnic,white,11641949,alexandersanchez.exemplars1,
politicalid,1,11641950,alexandersanchez.exemplars1,
education,14,11641950,alexandersanchez.exemplars1,
birthyear,1988,11641950,alexandersanchez.exemplars1,
birthmonth,2,11641950,alexandersanchez.exemplars1,
religionid,2,11641950,alexandersanchez.exemplars1,
genoccupation,43-,11641950,alexandersanchez.exemplars1,
occupation,43-7000,11641950,alexandersanchez.exemplars1,
gender,f,11641950,alexandersanchez.exemplars1,
state,nc,11641950,alexandersanchez.exemplars1,
religion,otherrelig,11641950,alexandersanchez.exemplars1,
relfamily,pagan,11641950,alexandersanchez.exemplars1,
citizenship,us,11641950,alexandersanchez.exemplars1,
residence,us,11641950,alexandersanchez.exemplars1,
raceethnic,white,11641950,alexandersanchez.exemplars1,
politicalid,-1,11641952,alexandersanchez.exemplars1,
birthmonth,1,11641952,alexandersanchez.exemplars1,
genoccupation,13-,11641952,alexandersanchez.exemplars1,
occupation,13-2000,11641952,alexandersanchez.exemplars1,
birthyear,1954,11641952,alexandersanchez.exemplars1,
religionid,4,11641952,alexandersanchez.exemplars1,
education,5,11641952,alexandersanchez.exemplars1,
gender,f,11641952,alexandersanchez.exemplars1,
relfamily,lutheran,11641952,alexandersanchez.exemplars1,
reldenom,lutheranchurchmissouri,11641952,alexandersanchez.exemplars1,
religion,protestant,11641952,alexandersanchez.exemplars1,
citizenship,us,11641952,alexandersanchez.exemplars1,
residence,us,11641952,alexandersanchez.exemplars1,
raceethnic,white,11641952,alexandersanchez.exemplars1,
state,wi,11641952,alexandersanchez.exemplars1,
multi_black,1,11641953,alexandersanchez.exemplars1,
multi_white,1,11641953,alexandersanchez.exemplars1,
birthmonth,10,11641953,alexandersanchez.exemplars1,
birthyear,1991,11641953,alexandersanchez.exemplars1,
religionid,2,11641953,alexandersanchez.exemplars1,
politicalid,3,11641953,alexandersanchez.exemplars1,
genoccupation,43-,11641953,alexandersanchez.exemplars1,
occupation,43-5000,11641953,alexandersanchez.exemplars1,
education,7,11641953,alexandersanchez.exemplars1,
religion,catholic,11641953,alexandersanchez.exemplars1,
gender,f,11641953,alexandersanchez.exemplars1,
raceethnic,multi,11641953,alexandersanchez.exemplars1,
multi_asian,null,11641953,alexandersanchez.exemplars1,
multi_hispanic,null,11641953,alexandersanchez.exemplars1,
multi_middleeastern,null,11641953,alexandersanchez.exemplars1,
multi_native,null,11641953,alexandersanchez.exemplars1,
multi_pacificislander,null,11641953,alexandersanchez.exemplars1,
relfamily,romancatholic,11641953,alexandersanchez.exemplars1,
citizenship,uk,11641953,alexandersanchez.exemplars1,
residence,uk,11641953,alexandersanchez.exemplars1,
politicalid,-1,11641955,alexandersanchez.exemplars1,
education,14,11641955,alexandersanchez.exemplars1,
birthyear,1982,11641955,alexandersanchez.exemplars1,
genoccupation,23-,11641955,alexandersanchez.exemplars1,
occupation,23-2000,11641955,alexandersanchez.exemplars1,
religionid,3,11641955,alexandersanchez.exemplars1,
birthmonth,6,11641955,alexandersanchez.exemplars1,
raceethnic,asian,11641955,alexandersanchez.exemplars1,
religion,catholic,11641955,alexandersanchez.exemplars1,
gender,f,11641955,alexandersanchez.exemplars1,
relfamily,romancatholic,11641955,alexandersanchez.exemplars1,
state,tx,11641955,alexandersanchez.exemplars1,
citizenship,us,11641955,alexandersanchez.exemplars1,
residence,us,11641955,alexandersanchez.exemplars1,
religionid,1,11641957,alexandersanchez.exemplars1,
birthmonth,11,11641957,alexandersanchez.exemplars1,
birthyear,1957,11641957,alexandersanchez.exemplars1,
genoccupation,27-,11641957,alexandersanchez.exemplars1,
occupation,27-4000,11641957,alexandersanchez.exemplars1,
politicalid,3,11641957,alexandersanchez.exemplars1,
education,9,11641957,alexandersanchez.exemplars1,
religion,catholic,11641957,alexandersanchez.exemplars1,
gender,m,11641957,alexandersanchez.exemplars1,
state,ny,11641957,alexandersanchez.exemplars1,
relfamily,romancatholic,11641957,alexandersanchez.exemplars1,
citizenship,us,11641957,alexandersanchez.exemplars1,
residence,us,11641957,alexandersanchez.exemplars1,
raceethnic,white,11641957,alexandersanchez.exemplars1,
politicalid,0,11641960,alexandersanchez.exemplars1,
birthyear,1967,11641960,alexandersanchez.exemplars1,
genoccupation,25-,11641960,alexandersanchez.exemplars1,
occupation,25-2000,11641960,alexandersanchez.exemplars1,
religionid,3,11641960,alexandersanchez.exemplars1,
birthmonth,4,11641960,alexandersanchez.exemplars1,
education,7,11641960,alexandersanchez.exemplars1,
gender,f,11641960,alexandersanchez.exemplars1,
relfamily,lutheran,11641960,alexandersanchez.exemplars1,
reldenom,lutheranchurchwisconsin,11641960,alexandersanchez.exemplars1,
religion,protestant,11641960,alexandersanchez.exemplars1,
citizenship,us,11641960,alexandersanchez.exemplars1,
residence,us,11641960,alexandersanchez.exemplars1,
raceethnic,white,11641960,alexandersanchez.exemplars1,
state,wi,11641960,alexandersanchez.exemplars1,
politicalid,0,11641961,alexandersanchez.exemplars1,
education,11,11641961,alexandersanchez.exemplars1,
birthyear,1976,11641961,alexandersanchez.exemplars1,
genoccupation,25-,11641961,alexandersanchez.exemplars1,
occupation,25-3000,11641961,alexandersanchez.exemplars1,
religionid,3,11641961,alexandersanchez.exemplars1,
birthmonth,9,11641961,alexandersanchez.exemplars1,
religion,catholic,11641961,alexandersanchez.exemplars1,
gender,f,11641961,alexandersanchez.exemplars1,
relfamily,romancatholic,11641961,alexandersanchez.exemplars1,
citizenship,us,11641961,alexandersanchez.exemplars1,
residence,us,11641961,alexandersanchez.exemplars1,
raceethnic,white,11641961,alexandersanchez.exemplars1,
state,wi,11641961,alexandersanchez.exemplars1,
politicalid,0,11641962,alexandersanchez.exemplars1,
religionid,2,11641962,alexandersanchez.exemplars1,
birthyear,2004,11641962,alexandersanchez.exemplars1,
education,3,11641962,alexandersanchez.exemplars1,
genoccupation,41-,11641962,alexandersanchez.exemplars1,
occupation,41-2000,11641962,alexandersanchez.exemplars1,
birthmonth,8,11641962,alexandersanchez.exemplars1,
religion,catholic,11641962,alexandersanchez.exemplars1,
gender,f,11641962,alexandersanchez.exemplars1,
state,mn,11641962,alexandersanchez.exemplars1,
relfamily,romancatholic,11641962,alexandersanchez.exemplars1,
citizenship,us,11641962,alexandersanchez.exemplars1,
residence,us,11641962,alexandersanchez.exemplars1,
raceethnic,white,11641962,alexandersanchez.exemplars1,
religionid,1,11641963,alexandersanchez.exemplars1,
genoccupation,11-,11641963,alexandersanchez.exemplars1,
occupation,Nov-00,11641963,alexandersanchez.exemplars1,
birthyear,1989,11641963,alexandersanchez.exemplars1,
politicalid,2,11641963,alexandersanchez.exemplars1,
birthmonth,3,11641963,alexandersanchez.exemplars1,
education,9,11641963,alexandersanchez.exemplars1,
gender,f,11641963,alexandersanchez.exemplars1,
raceethnic,hispanic,11641963,alexandersanchez.exemplars1,
religion,none,11641963,alexandersanchez.exemplars1,
state,oh,11641963,alexandersanchez.exemplars1,
relfamily,spiritual,11641963,alexandersanchez.exemplars1,
